"task_id","run_id","imputation","cell_id","scenario","n","validated","m","k","chunk_id","chunks_per_cell","reps","reps_per_cell","base_seed"
321,"gs_parametric","parametric",13,"GS",2000,500,100,NA,21,25,100,2500,304302000
322,"gs_parametric","parametric",13,"GS",2000,500,100,NA,22,25,100,2500,304302100
323,"gs_parametric","parametric",13,"GS",2000,500,100,NA,23,25,100,2500,304302200
324,"gs_parametric","parametric",13,"GS",2000,500,100,NA,24,25,100,2500,304302300
325,"gs_parametric","parametric",13,"GS",2000,500,100,NA,25,25,100,2500,304302400
326,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,1,25,100,2500,304400000
327,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,2,25,100,2500,304400100
328,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,3,25,100,2500,304400200
329,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,4,25,100,2500,304400300
330,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,5,25,100,2500,304400400
331,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,6,25,100,2500,304400500
332,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,7,25,100,2500,304400600
333,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,8,25,100,2500,304400700
334,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,9,25,100,2500,304400800
335,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,10,25,100,2500,304400900
336,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,11,25,100,2500,304401000
337,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,12,25,100,2500,304401100
338,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,13,25,100,2500,304401200
339,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,14,25,100,2500,304401300
340,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,15,25,100,2500,304401400
341,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,16,25,100,2500,304401500
342,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,17,25,100,2500,304401600
343,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,18,25,100,2500,304401700
344,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,19,25,100,2500,304401800
345,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,20,25,100,2500,304401900
346,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,21,25,100,2500,304402000
347,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,22,25,100,2500,304402100
348,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,23,25,100,2500,304402200
349,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,24,25,100,2500,304402300
350,"gs_parametric","parametric",14,"GS",4000,1000,100,NA,25,25,100,2500,304402400
351,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,1,25,100,2500,304500000
352,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,2,25,100,2500,304500100
353,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,3,25,100,2500,304500200
354,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,4,25,100,2500,304500300
355,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,5,25,100,2500,304500400
356,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,6,25,100,2500,304500500
357,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,7,25,100,2500,304500600
358,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,8,25,100,2500,304500700
359,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,9,25,100,2500,304500800
360,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,10,25,100,2500,304500900
361,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,11,25,100,2500,304501000
362,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,12,25,100,2500,304501100
363,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,13,25,100,2500,304501200
364,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,14,25,100,2500,304501300
365,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,15,25,100,2500,304501400
366,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,16,25,100,2500,304501500
367,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,17,25,100,2500,304501600
368,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,18,25,100,2500,304501700
369,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,19,25,100,2500,304501800
370,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,20,25,100,2500,304501900
371,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,21,25,100,2500,304502000
372,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,22,25,100,2500,304502100
373,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,23,25,100,2500,304502200
374,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,24,25,100,2500,304502300
375,"gs_parametric","parametric",15,"GS",6000,1500,100,NA,25,25,100,2500,304502400
376,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,1,25,100,2500,304600000
377,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,2,25,100,2500,304600100
378,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,3,25,100,2500,304600200
379,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,4,25,100,2500,304600300
380,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,5,25,100,2500,304600400
381,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,6,25,100,2500,304600500
382,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,7,25,100,2500,304600600
383,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,8,25,100,2500,304600700
384,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,9,25,100,2500,304600800
385,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,10,25,100,2500,304600900
386,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,11,25,100,2500,304601000
387,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,12,25,100,2500,304601100
388,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,13,25,100,2500,304601200
389,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,14,25,100,2500,304601300
390,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,15,25,100,2500,304601400
391,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,16,25,100,2500,304601500
392,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,17,25,100,2500,304601600
393,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,18,25,100,2500,304601700
394,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,19,25,100,2500,304601800
395,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,20,25,100,2500,304601900
396,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,21,25,100,2500,304602000
397,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,22,25,100,2500,304602100
398,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,23,25,100,2500,304602200
399,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,24,25,100,2500,304602300
400,"gs_parametric","parametric",16,"GS",8000,2000,100,NA,25,25,100,2500,304602400
